store_id,date,sales
store_1,2015-07-20,4719.351284837912
store_1,2015-07-21,4511.446236855461
store_1,2015-07-22,4322.252124018624
store_1,2015-07-23,3908.565622600192
store_1,2015-07-24,4247.711529470946
store_1,2015-07-25,4790.527051080108
store_1,2015-07-26,0.0
store_1,2015-07-27,4714.436110417868
store_1,2015-07-28,4506.531062435417
store_1,2015-07-29,4317.33694959858
store_1,2015-07-30,3903.650448180147
store_1,2015-07-31,4242.796355050901
store_1,2015-08-01,4785.611876660063
store_1,2015-08-02,0.0
store_1,2015-08-03,4709.5209359978235
store_1,2015-08-04,4501.615888015373
store_1,2015-08-05,4312.4217751785345
store_1,2015-08-06,3898.7352737601027
store_1,2015-08-07,4237.881180630857
store_1,2015-08-08,4780.696702240019
store_1,2015-08-09,0.0
store_1,2015-08-10,4704.605761577779
store_1,2015-08-11,4496.700713595327
store_1,2015-08-12,4307.50660075849
store_1,2015-08-13,3893.820099340058
store_1,2015-08-14,4232.966006210811
store_1,2015-08-15,4775.781527819974
store_1,2015-08-16,0.0
store_1,2015-08-17,4699.690587157735
store_1,2015-08-18,4491.785539175283
store_1,2015-08-19,4302.591426338446
store_1,2015-08-20,3888.904924920013
store_1,2015-08-21,4228.050831790767
store_1,2015-08-22,4770.86635339993
store_1,2015-08-23,0.0
store_1,2015-08-24,4694.775412737689
store_1,2015-08-25,4486.870364755238
store_1,2015-08-26,4297.6762519184
store_1,2015-08-27,3883.9897504999685
store_1,2015-08-28,4223.135657370722
store_1,2015-08-29,4765.951178979885
store_1,2015-08-30,0.0
store_10,2015-07-20,8289.29059699174
store_10,2015-07-21,7631.488452035229
store_10,2015-07-22,7091.247409517676
store_10,2015-07-23,6975.889509475143
store_10,2015-07-24,7493.015042270457
store_10,2015-07-25,6632.698245087175
store_10,2015-07-26,840.3080188409731
store_10,2015-07-27,8303.96447507828
store_10,2015-07-28,7646.1623301217705
store_10,2015-07-29,7105.921287604217
store_10,2015-07-30,6990.563387561685
store_10,2015-07-31,7507.688920356999
store_10,2015-08-01,6647.372123173716
store_10,2015-08-02,854.9818969275138
store_10,2015-08-03,8318.63835316482
store_10,2015-08-04,7660.836208208312
store_10,2015-08-05,7120.595165690758
store_10,2015-08-06,7005.237265648226
store_10,2015-08-07,7522.362798443539
store_10,2015-08-08,6662.046001260258
store_10,2015-08-09,869.6557750140555
store_10,2015-08-10,8333.312231251362
store_10,2015-08-11,7675.510086294853
store_10,2015-08-12,7135.2690437773
store_10,2015-08-13,7019.911143734767
store_10,2015-08-14,7537.0366765300805
store_10,2015-08-15,6676.719879346799
store_10,2015-08-16,884.3296531005972
store_10,2015-08-17,8347.986109337904
store_10,2015-08-18,7690.183964381395
store_10,2015-08-19,7149.942921863841
store_10,2015-08-20,7034.585021821308
store_10,2015-08-21,7551.710554616622
store_10,2015-08-22,6691.39375743334
store_10,2015-08-23,899.0035311871379
store_10,2015-08-24,8362.659987424446
store_10,2015-08-25,7704.857842467936
store_10,2015-08-26,7164.616799950382
store_10,2015-08-27,7049.25889990785
store_10,2015-08-28,7566.384432703164
store_10,2015-08-29,6706.067635519882
store_10,2015-08-30,913.6774092736796
store_100,2015-07-20,6398.239454387168
store_100,2015-07-21,6063.5713170123345
store_100,2015-07-22,5733.003363621935
store_100,2015-07-23,5423.742534842771
store_100,2015-07-24,5715.566081162817
store_100,2015-07-25,6305.583162822974
store_100,2015-07-26,235.88762058754855
store_100,2015-07-27,6402.237582408012
store_100,2015-07-28,6067.569445033178
store_100,2015-07-29,5737.001491642779
store_100,2015-07-30,5427.740662863615
store_100,2015-07-31,5719.564209183662
store_100,2015-08-01,6309.581290843818
store_100,2015-08-02,239.88574860839253
store_100,2015-08-03,6406.235710428856
store_100,2015-08-04,6071.567573054022
store_100,2015-08-05,5740.999619663623
store_100,2015-08-06,5431.738790884459
store_100,2015-08-07,5723.562337204507
store_100,2015-08-08,6313.579418864662
store_100,2015-08-09,243.8838766292365
store_100,2015-08-10,6410.2338384497
store_100,2015-08-11,6075.565701074866
store_100,2015-08-12,5744.997747684467
store_100,2015-08-13,5435.736918905303
store_100,2015-08-14,5727.56046522535
store_100,2015-08-15,6317.577546885506
store_100,2015-08-16,247.8820046500805
store_100,2015-08-17,6414.231966470544
store_100,2015-08-18,6079.56382909571
store_100,2015-08-19,5748.995875705311
store_100,2015-08-20,5439.735046926147
store_100,2015-08-21,5731.5585932461945
store_100,2015-08-22,6321.57567490635
store_100,2015-08-23,251.88013267092447
store_100,2015-08-24,6418.230094491389
store_100,2015-08-25,6083.561957116554
store_100,2015-08-26,5752.994003726155
store_100,2015-08-27,5443.733174946991
store_100,2015-08-28,5735.556721267038
store_100,2015-08-29,6325.573802927194
store_100,2015-08-30,255.87826069176845
store_101,2015-07-20,6640.89009639386
store_101,2015-07-21,5705.699687205517
store_101,2015-07-22,5217.1697485675395
store_101,2015-07-23,4911.083139117074
store_101,2015-07-24,5056.979653587534
store_101,2015-07-25,3020.3631096710883
store_101,2015-07-26,0.0
store_101,2015-07-27,6639.36335424203
store_101,2015-07-28,5704.172945053686
store_101,2015-07-29,5215.643006415709
store_101,2015-07-30,4909.556396965244
store_101,2015-07-31,5055.452911435704
store_101,2015-08-01,3018.836367519258
store_101,2015-08-02,0.0
store_101,2015-08-03,6637.836612090199
store_101,2015-08-04,5702.646202901856
store_101,2015-08-05,5214.116264263879
store_101,2015-08-06,4908.029654813414
store_101,2015-08-07,5053.926169283873
store_101,2015-08-08,3017.309625367427
store_101,2015-08-09,0.0
store_101,2015-08-10,6636.309869938369
store_101,2015-08-11,5701.119460750026
store_101,2015-08-12,5212.589522112049
store_101,2015-08-13,4906.502912661583
store_101,2015-08-14,5052.399427132043
store_101,2015-08-15,3015.782883215597
store_101,2015-08-16,0.0
store_101,2015-08-17,6634.783127786539
store_101,2015-08-18,5699.592718598195
store_101,2015-08-19,5211.062779960218
store_101,2015-08-20,4904.976170509753
store_101,2015-08-21,5050.872684980212
store_101,2015-08-22,3014.256141063767
store_101,2015-08-23,0.0
store_101,2015-08-24,6633.256385634708
store_101,2015-08-25,5698.065976446364
store_101,2015-08-26,5209.536037808388
store_101,2015-08-27,4903.449428357922
store_101,2015-08-28,5049.345942828382
store_101,2015-08-29,3012.7293989119357
store_101,2015-08-30,0.0
store_102,2015-07-20,9013.702207168048
store_102,2015-07-21,8411.356402191039
store_102,2015-07-22,7323.368676321978
store_102,2015-07-23,6671.561006037077
store_102,2015-07-24,6675.337131543685
store_102,2015-07-25,6886.310112915557
store_102,2015-07-26,306.8545798889036
store_102,2015-07-27,9045.359884354533
store_102,2015-07-28,8443.014079377523
store_102,2015-07-29,7355.026353508462
