store_id,model,mae,mape,forecast_dates,actual_values,forecast_values
store_1,ETS,510.2981114752817,13.600064665979314,"[""2015-06-08"", ""2015-06-09"", ""2015-06-10"", ""2015-06-11"", ""2015-06-12"", ""2015-06-13"", ""2015-06-14"", ""2015-06-15"", ""2015-06-16"", ""2015-06-17"", ""2015-06-18"", ""2015-06-19"", ""2015-06-20"", ""2015-06-21"", ""2015-06-22"", ""2015-06-23"", ""2015-06-24"", ""2015-06-25"", ""2015-06-26"", ""2015-06-27"", ""2015-06-28"", ""2015-06-29"", ""2015-06-30"", ""2015-07-01"", ""2015-07-02"", ""2015-07-03"", ""2015-07-04"", ""2015-07-05"", ""2015-07-06"", ""2015-07-07"", ""2015-07-08"", ""2015-07-09"", ""2015-07-10"", ""2015-07-11"", ""2015-07-12"", ""2015-07-13"", ""2015-07-14"", ""2015-07-15"", ""2015-07-16"", ""2015-07-17"", ""2015-07-18"", ""2015-07-19""]","[4071.0, 4102.0, 3591.0, 3627.0, 3695.0, 4256.0, 0.0, 5518.0, 4852.0, 4000.0, 4645.0, 4202.0, 4097.0, 0.0, 3846.0, 3762.0, 3346.0, 3533.0, 3317.0, 4019.0, 0.0, 5197.0, 5735.0, 5223.0, 5558.0, 4665.0, 4797.0, 0.0, 4359.0, 3650.0, 3797.0, 3897.0, 3808.0, 3530.0, 0.0, 5054.0, 5042.0, 4767.0, 4427.0, 4852.0, 4406.0, 0.0]","[4558.143560949132, 4346.0407336018325, 4179.557858224313, 3701.7506451014624, 4100.934791652959, 4695.276141016777, 0.0, 4551.74341997838, 4339.640592631081, 4173.157717253562, 3695.3505041307108, 4094.534650682207, 4688.876000046026, 0.0, 4545.343279007629, 4333.240451660329, 4166.75757628281, 3688.950363159959, 4088.1345097114554, 4682.475859075274, 0.0, 4538.943138036877, 4326.840310689578, 4160.357435312058, 3682.5502221892075, 4081.7343687407038, 4676.075718104523, 0.0, 4532.542997066125, 4320.440169718826, 4153.957294341307, 3676.150081218456, 4075.334227769952, 4669.675577133771, 0.0, 4526.142856095374, 4314.040028748074, 4147.557153370555, 3669.749940247704, 4068.9340867992005, 4663.27543616302, 0.0]"
store_10,ETS,1065.7076767882145,17.42416315376217,"[""2015-06-08"", ""2015-06-09"", ""2015-06-10"", ""2015-06-11"", ""2015-06-12"", ""2015-06-13"", ""2015-06-14"", ""2015-06-15"", ""2015-06-16"", ""2015-06-17"", ""2015-06-18"", ""2015-06-19"", ""2015-06-20"", ""2015-06-21"", ""2015-06-22"", ""2015-06-23"", ""2015-06-24"", ""2015-06-25"", ""2015-06-26"", ""2015-06-27"", ""2015-06-28"", ""2015-06-29"", ""2015-06-30"", ""2015-07-01"", ""2015-07-02"", ""2015-07-03"", ""2015-07-04"", ""2015-07-05"", ""2015-07-06"", ""2015-07-07"", ""2015-07-08"", ""2015-07-09"", ""2015-07-10"", ""2015-07-11"", ""2015-07-12"", ""2015-07-13"", ""2015-07-14"", ""2015-07-15"", ""2015-07-16"", ""2015-07-17"", ""2015-07-18"", ""2015-07-19""]","[6177.0, 5109.0, 5569.0, 5911.0, 5757.0, 5787.0, 0.0, 8825.0, 8600.0, 7026.0, 6786.0, 7851.0, 5405.0, 0.0, 5513.0, 5143.0, 5339.0, 4979.0, 6376.0, 6275.0, 0.0, 11290.0, 11332.0, 6043.0, 7242.0, 7554.0, 5388.0, 0.0, 5431.0, 5555.0, 5466.0, 5609.0, 6323.0, 5738.0, 0.0, 8691.0, 7857.0, 7885.0, 8501.0, 9368.0, 5770.0, 0.0]","[7525.332927417166, 6881.828908522608, 6508.677989059315, 6355.472707810324, 6878.984752890976, 5978.067798898289, 182.12257316105024, 7527.824681089337, 6884.320662194779, 6511.169742731487, 6357.964461482496, 6881.476506563147, 5980.55955257046, 184.61432683322164, 7530.316434761508, 6886.812415866951, 6513.661496403659, 6360.456215154667, 6883.968260235319, 5983.051306242632, 187.10608050539304, 7532.80818843368, 6889.304169539122, 6516.15325007583, 6362.947968826838, 6886.46001390749, 5985.543059914803, 189.59783417756444, 7535.299942105851, 6891.7959232112935, 6518.645003748002, 6365.43972249901, 6888.9517675796615, 5988.034813586974, 192.08958784973584, 7537.791695778023, 6894.287676883465, 6521.136757420173, 6367.931476171181, 6891.443521251833, 5990.526567259146, 194.58134152190723]"
store_100,ETS,927.4042707494345,15.861444095274852,"[""2015-06-08"", ""2015-06-09"", ""2015-06-10"", ""2015-06-11"", ""2015-06-12"", ""2015-06-13"", ""2015-06-14"", ""2015-06-15"", ""2015-06-16"", ""2015-06-17"", ""2015-06-18"", ""2015-06-19"", ""2015-06-20"", ""2015-06-21"", ""2015-06-22"", ""2015-06-23"", ""2015-06-24"", ""2015-06-25"", ""2015-06-26"", ""2015-06-27"", ""2015-06-28"", ""2015-06-29"", ""2015-06-30"", ""2015-07-01"", ""2015-07-02"", ""2015-07-03"", ""2015-07-04"", ""2015-07-05"", ""2015-07-06"", ""2015-07-07"", ""2015-07-08"", ""2015-07-09"", ""2015-07-10"", ""2015-07-11"", ""2015-07-12"", ""2015-07-13"", ""2015-07-14"", ""2015-07-15"", ""2015-07-16"", ""2015-07-17"", ""2015-07-18"", ""2015-07-19""]","[5664.0, 5522.0, 5406.0, 4741.0, 4815.0, 6133.0, 0.0, 8484.0, 6692.0, 6567.0, 5545.0, 6521.0, 5912.0, 0.0, 4958.0, 4349.0, 4451.0, 4576.0, 4845.0, 6217.0, 0.0, 8409.0, 8706.0, 7753.0, 7823.0, 8025.0, 5846.0, 0.0, 6136.0, 5164.0, 5620.0, 4843.0, 5353.0, 6234.0, 0.0, 7959.0, 7545.0, 7787.0, 7444.0, 7228.0, 5784.0, 0.0]","[6288.018611709078, 5977.524157766979, 5619.267823852034, 5326.26242300288, 5620.828778476818, 6283.5811663617915, 212.99065999050254, 6291.521839266577, 5981.027385324478, 5622.771051409533, 5329.765650560378, 5624.332006034318, 6287.08439391929, 216.49388754800202, 6295.025066824076, 5984.530612881977, 5626.274278967032, 5333.268878117877, 5627.835233591816, 6290.587621476789, 219.9971151055006, 6298.528294381575, 5988.033840439476, 5629.7775065245305, 5336.772105675376, 5631.338461149315, 6294.090849034288, 223.50034266299917, 6302.031521939074, 5991.537067996975, 5633.280734082029, 5340.275333232875, 5634.841688706813, 6297.594076591787, 227.00357022049775, 6305.534749496573, 5995.040295554473, 5636.783961639529, 5343.778560790373, 5638.344916264313, 6301.097304149285, 230.50679777799724]"
store_101,ETS,728.6091074117728,15.887730470196038,"[""2015-06-08"", ""2015-06-09"", ""2015-06-10"", ""2015-06-11"", ""2015-06-12"", ""2015-06-13"", ""2015-06-14"", ""2015-06-15"", ""2015-06-16"", ""2015-06-17"", ""2015-06-18"", ""2015-06-19"", ""2015-06-20"", ""2015-06-21"", ""2015-06-22"", ""2015-06-23"", ""2015-06-24"", ""2015-06-25"", ""2015-06-26"", ""2015-06-27"", ""2015-06-28"", ""2015-06-29"", ""2015-06-30"", ""2015-07-01"", ""2015-07-02"", ""2015-07-03"", ""2015-07-04"", ""2015-07-05"", ""2015-07-06"", ""2015-07-07"", ""2015-07-08"", ""2015-07-09"", ""2015-07-10"", ""2015-07-11"", ""2015-07-12"", ""2015-07-13"", ""2015-07-14"", ""2015-07-15"", ""2015-07-16"", ""2015-07-17"", ""2015-07-18"", ""2015-07-19""]","[5406.0, 5001.0, 4332.0, 4467.0, 4461.0, 3241.0, 0.0, 8939.0, 6897.0, 5956.0, 5764.0, 5610.0, 3311.0, 0.0, 4010.0, 4133.0, 4711.0, 4392.0, 4591.0, 3131.0, 0.0, 9121.0, 7488.0, 6676.0, 5563.0, 5243.0, 2755.0, 0.0, 5170.0, 4586.0, 4911.0, 4209.0, 4282.0, 3227.0, 0.0, 7663.0, 6106.0, 5825.0, 5539.0, 4490.0, 3059.0, 0.0]","[6633.083592381185, 5703.777703108233, 5195.63011703076, 4907.306205192577, 5087.140145661846, 3011.8412491949402, 0.0, 6631.464505470432, 5702.158616197481, 5194.0110301200075, 4905.687118281825, 5085.521058751094, 3010.222162284188, 0.0, 6629.84541855968, 5700.539529286729, 5192.391943209255, 4904.068031371073, 5083.9019718403415, 3008.603075373436, 0.0, 6628.226331648928, 5698.920442375977, 5190.772856298503, 4902.4489444603205, 5082.282884929589, 3006.9839884626836, 0.0, 6626.607244738176, 5697.301355465224, 5189.153769387751, 4900.829857549568, 5080.663798018837, 3005.3649015519313, 0.0, 6624.9881578274235, 5695.682268554472, 5187.534682476999, 4899.210770638816, 5079.044711108085, 3003.745814641179, 0.0]"
store_102,ETS,1268.9101805284847,19.89118836637554,"[""2015-06-08"", ""2015-06-09"", ""2015-06-10"", ""2015-06-11"", ""2015-06-12"", ""2015-06-13"", ""2015-06-14"", ""2015-06-15"", ""2015-06-16"", ""2015-06-17"", ""2015-06-18"", ""2015-06-19"", ""2015-06-20"", ""2015-06-21"", ""2015-06-22"", ""2015-06-23"", ""2015-06-24"", ""2015-06-25"", ""2015-06-26"", ""2015-06-27"", ""2015-06-28"", ""2015-06-29"", ""2015-06-30"", ""2015-07-01"", ""2015-07-02"", ""2015-07-03"", ""2015-07-04"", ""2015-07-05"", ""2015-07-06"", ""2015-07-07"", ""2015-07-08"", ""2015-07-09"", ""2015-07-10"", ""2015-07-11"", ""2015-07-12"", ""2015-07-13"", ""2015-07-14"", ""2015-07-15"", ""2015-07-16"", ""2015-07-17"", ""2015-07-18"", ""2015-07-19""]","[6772.0, 6905.0, 6577.0, 6005.0, 5346.0, 5808.0, 0.0, 11626.0, 10085.0, 7959.0, 7790.0, 6474.0, 6336.0, 0.0, 5083.0, 5956.0, 5749.0, 5862.0, 5957.0, 5858.0, 0.0, 12945.0, 12691.0, 9419.0, 7923.0, 7475.0, 5009.0, 0.0, 7267.0, 6232.0, 6031.0, 6195.0, 6016.0, 6127.0, 0.0, 9525.0, 8735.0, 8268.0, 8223.0, 6221.0, 6638.0, 0.0]","[8945.953214162266, 8337.261945817601, 7275.913675821868, 6576.986231480788, 6740.108282924582, 7001.482801093093, 249.12653566740028, 8967.81019304875, 8359.118924704084, 7297.770654708353, 6598.843210367271, 6761.965261811067, 7023.339779979577, 270.98351455388456, 8989.667171935234, 8380.975903590568, 7319.627633594836, 6620.7001892537555, 6783.82224069755, 7045.196758866061, 292.84049344036794, 9011.524150821719, 8402.832882477052, 7341.48461248132, 6642.557168140239, 6805.679219584034, 7067.053737752544, 314.6974723268522, 9033.381129708201, 8424.689861363537, 7363.341591367804, 6664.414147026723, 6827.536198470518, 7088.910716639029, 336.5544512133356, 9055.238108594685, 8446.54684025002, 7385.198570254288, 6686.271125913207, 6849.393177357002, 7110.767695525512, 358.4114300998199]"
store_103,ETS,1145.244295725342,17.549469940472466,"[""2015-06-08"", ""2015-06-09"", ""2015-06-10"", ""2015-06-11"", ""2015-06-12"", ""2015-06-13"", ""2015-06-14"", ""2015-06-15"", ""2015-06-16"", ""2015-06-17"", ""2015-06-18"", ""2015-06-19"", ""2015-06-20"", ""2015-06-21"", ""2015-06-22"", ""2015-06-23"", ""2015-06-24"", ""2015-06-25"", ""2015-06-26"", ""2015-06-27"", ""2015-06-28"", ""2015-06-29"", ""2015-06-30"", ""2015-07-01"", ""2015-07-02"", ""2015-07-03"", ""2015-07-04"", ""2015-07-05"", ""2015-07-06"", ""2015-07-07"", ""2015-07-08"", ""2015-07-09"", ""2015-07-10"", ""2015-07-11"", ""2015-07-12"", ""2015-07-13"", ""2015-07-14"", ""2015-07-15"", ""2015-07-16"", ""2015-07-17"", ""2015-07-18"", ""2015-07-19""]","[6867.0, 5767.0, 5742.0, 5869.0, 5803.0, 7464.0, 0.0, 11080.0, 8437.0, 7734.0, 7237.0, 7324.0, 6950.0, 0.0, 5581.0, 5209.0, 5463.0, 5166.0, 5676.0, 6502.0, 0.0, 10403.0, 9995.0, 9291.0, 8090.0, 8090.0, 6107.0, 0.0, 7128.0, 5849.0, 6027.0, 6508.0, 6625.0, 6931.0, 0.0, 11984.0, 9208.0, 8774.0, 8262.0, 6783.0, 7305.0, 0.0]","[7886.08340477216, 7134.7974782274305, 6987.545532358453, 6771.863597195463, 6787.9232739991585, 7448.896107585816, 189.71344625039637, 7889.105355356976, 7137.819428812247, 6990.567482943269, 6774.885547780279, 6790.945224583975, 7451.918058170632, 192.73539683521267, 7892.127305941793, 7140.841379397063, 6993.5894335280855, 6777.907498365095, 6793.967175168791, 7454.940008755448, 195.75734742002896, 7895.149256526609, 7143.863329981879, 6996.611384112901, 6780.929448949912, 6796.989125753607, 7457.961959340264, 198.77929800484526, 7898.171207111425, 7146.885280566696, 6999.633334697717, 6783.951399534728, 6800.011076338424, 7460.98390992508, 201.80124858966064, 7901.1931576962415, 7149.907231151512, 7002.655285282533, 6786.973350119544, 6803.03302692324, 7464.005860509897, 204.82319917447694]"
store_104,ETS,963.0306507379607,20.723979930394595,"[""2015-06-08"", ""2015-06-09"", ""2015-06-10"", ""2015-06-11"", ""2015-06-12"", ""2015-06-13"", ""2015-06-14"", ""2015-06-15"", ""2015-06-16"", ""2015-06-17"", ""2015-06-18"", ""2015-06-19"", ""2015-06-20"", ""2015-06-21"", ""2015-06-22"", ""2015-06-23"", ""2015-06-24"", ""2015-06-25"", ""2015-06-26"", ""2015-06-27"", ""2015-06-28"", ""2015-06-29"", ""2015-06-30"", ""2015-07-01"", ""2015-07-02"", ""2015-07-03"", ""2015-07-04"", ""2015-07-05"", ""2015-07-06"", ""2015-07-07"", ""2015-07-08"", ""2015-07-09"", ""2015-07-10"", ""2015-07-11"", ""2015-07-12"", ""2015-07-13"", ""2015-07-14"", ""2015-07-15"", ""2015-07-16"", ""2015-07-17"", ""2015-07-18"", ""2015-07-19""]","[4795.0, 4392.0, 4391.0, 3760.0, 4429.0, 6036.0, 0.0, 8592.0, 6926.0, 5867.0, 6490.0, 5941.0, 5935.0, 0.0, 4325.0, 3946.0, 3965.0, 3939.0, 4563.0, 6193.0, 0.0, 7787.0, 7184.0, 6477.0, 6164.0, 7043.0, 6006.0, 0.0, 4789.0, 4130.0, 4033.0, 4313.0, 4865.0, 5630.0, 0.0, 7928.0, 6862.0, 5437.0, 5489.0, 5500.0, 4796.0, 0.0]","[6335.562155475314, 5808.321665758006, 5527.121352617052, 5131.390673337409, 5692.26979388896, 6092.894672692066, 390.12740187752934, 6346.148024376893, 5818.907534659583, 5537.70722151863, 5141.976542238986, 5702.855662790536, 6103.480541593643, 400.713270779107, 6356.73389327847, 5829.49340356116, 5548.293090420207, 5152.562411140563, 5713.441531692114, 6114.066410495219, 411.29913968068377, 6367.319762180046, 5840.079272462737, 5558.878959321784, 5163.148280042141, 5724.027400593691, 6124.652279396798, 421.88500858226143, 6377.905631081623, 5850.665141364315, 5569.464828223361, 5173.734148943718, 5734.6132694952685, 6135.238148298375, 432.4708774838382, 6388.491499983202, 5861.251010265892, 5580.050697124939, 5184.320017845295, 5745.199138396845, 6145.824017199951, 443.05674638541586]"
store_105,ETS,943.4894126891961,15.901996216801498,"[""2015-06-08"", ""2015-06-09"", ""2015-06-10"", ""2015-06-11"", ""2015-06-12"", ""2015-06-13"", ""2015-06-14"", ""2015-06-15"", ""2015-06-16"", ""2015-06-17"", ""2015-06-18"", ""2015-06-19"", ""2015-06-20"", ""2015-06-21"", ""2015-06-22"", ""2015-06-23"", ""2015-06-24"", ""2015-06-25"", ""2015-06-26"", ""2015-06-27"", ""2015-06-28"", ""2015-06-29"", ""2015-06-30"", ""2015-07-01"", ""2015-07-02"", ""2015-07-03"", ""2015-07-04"", ""2015-07-05"", ""2015-07-06"", ""2015-07-07"", ""2015-07-08"", ""2015-07-09"", ""2015-07-10"", ""2015-07-11"", ""2015-07-12"", ""2015-07-13"", ""2015-07-14"", ""2015-07-15"", ""2015-07-16"", ""2015-07-17"", ""2015-07-18"", ""2015-07-19""]","[6469.0, 5046.0, 5423.0, 5884.0, 5641.0, 5536.0, 0.0, 11106.0, 8637.0, 7773.0, 7009.0, 6945.0, 5821.0, 0.0, 4911.0, 4961.0, 5774.0, 5706.0, 5979.0, 5238.0, 0.0, 10004.0, 9612.0, 7831.0, 6953.0, 7391.0, 5130.0, 0.0, 5962.0, 5685.0, 5383.0, 5210.0, 6233.0, 5342.0, 0.0, 9032.0, 7952.0, 7534.0, 6690.0, 5296.0, 5279.0, 0.0]","[7574.153420091678, 6649.499927928169, 6237.237708549535, 5597.823605191981, 6350.567737977289, 5266.887959329388, 26.007931048662613, 7572.596030218068, 6647.942538054558, 6235.680318675925, 5596.266215318372, 6349.0103481036795, 5265.330569455778, 24.45054117505333, 7571.038640344459, 6646.385148180949, 6234.122928802315, 5594.708825444763, 6347.45295823007, 5263.773179582168, 22.89315130144314, 7569.48125047085, 6644.8277583073395, 6232.565538928706, 5593.151435571152, 6345.895568356461, 5262.215789708559, 21.33576142783386, 7567.92386059724, 6643.27036843373, 6231.0081490550965, 5591.594045697543, 6344.338178482851, 5260.65839983495, 19.778371554224577, 7566.36647072363, 6641.712978560121, 6229.450759181487, 5590.036655823934, 6342.780788609241, 5259.1010099613395, 18.220981680615296]"
store_106,ETS,948.4681534235209,17.678949852620473,"[""2015-06-08"", ""2015-06-09"", ""2015-06-10"", ""2015-06-11"", ""2015-06-12"", ""2015-06-13"", ""2015-06-14"", ""2015-06-15"", ""2015-06-16"", ""2015-06-17"", ""2015-06-18"", ""2015-06-19"", ""2015-06-20"", ""2015-06-21"", ""2015-06-22"", ""2015-06-23"", ""2015-06-24"", ""2015-06-25"", ""2015-06-26"", ""2015-06-27"", ""2015-06-28"", ""2015-06-29"", ""2015-06-30"", ""2015-07-01"", ""2015-07-02"", ""2015-07-03"", ""2015-07-04"", ""2015-07-05"", ""2015-07-06"", ""2015-07-07"", ""2015-07-08"", ""2015-07-09"", ""2015-07-10"", ""2015-07-11"", ""2015-07-12"", ""2015-07-13"", ""2015-07-14"", ""2015-07-15"", ""2015-07-16"", ""2015-07-17"", ""2015-07-18"", ""2015-07-19""]","[5713.0, 5171.0, 4710.0, 5225.0, 5856.0, 6504.0, 0.0, 8326.0, 7989.0, 5348.0, 5690.0, 6876.0, 3893.0, 0.0, 5378.0, 5324.0, 4438.0, 4732.0, 5200.0, 4471.0, 0.0, 9348.0, 9663.0, 7574.0, 6977.0, 8224.0, 4085.0, 0.0, 6418.0, 6425.0, 5246.0, 4816.0, 6708.0, 3793.0, 0.0, 8845.0, 8309.0, 7140.0, 6710.0, 7832.0, 4897.0, 0.0]","[7318.610462759746, 7352.592631971629, 5845.17327086333, 5784.374654434915, 6511.610744145784, 4493.4351413702425, 103.59883351387998, 7319.935260418934, 7353.917429630817, 5846.498068522518, 5785.699452094103, 6512.935541804973, 4494.759939029431, 104.92363117306832, 7321.260058078123, 7355.242227290006, 5847.822866181707, 5787.024249753292, 6514.260339464161, 4496.08473668862, 106.24842883225665, 7322.584855737311, 7356.567024949194, 5849.147663840895, 5788.34904741248, 6515.585137123349, 4497.409534347808, 107.57322649144498, 7323.909653396499, 7357.891822608382, 5850.472461500083, 5789.673845071668, 6516.909934782538, 4498.734332006997, 108.89802415063332, 7325.234451055688, 7359.216620267571, 5851.797259159272, 5790.998642730857, 6518.234732441726, 4500.059129666185, 110.22282180982165]"
store_107,ETS,1082.4682121533249,23.940386456617812,"[""2015-06-08"", ""2015-06-09"", ""2015-06-10"", ""2015-06-11"", ""2015-06-12"", ""2015-06-13"", ""2015-06-14"", ""2015-06-15"", ""2015-06-16"", ""2015-06-17"", ""2015-06-18"", ""2015-06-19"", ""2015-06-20"", ""2015-06-21"", ""2015-06-22"", ""2015-06-23"", ""2015-06-24"", ""2015-06-25"", ""2015-06-26"", ""2015-06-27"", ""2015-06-28"", ""2015-06-29"", ""2015-06-30"", ""2015-07-01"", ""2015-07-02"", ""2015-07-03"", ""2015-07-04"", ""2015-07-05"", ""2015-07-06"", ""2015-07-07"", ""2015-07-08"", ""2015-07-09"", ""2015-07-10"", ""2015-07-11"", ""2015-07-12"", ""2015-07-13"", ""2015-07-14"", ""2015-07-15"", ""2015-07-16"", ""2015-07-17"", ""2015-07-18"", ""2015-07-19""]","[4830.0, 3913.0, 3711.0, 3677.0, 3979.0, 5555.0, 0.0, 8587.0, 5891.0, 6092.0, 5439.0, 6208.0, 4195.0, 0.0, 3754.0, 3664.0, 3418.0, 3282.0, 3942.0, 4882.0, 0.0, 8639.0, 7497.0, 6310.0, 5627.0, 5552.0, 4079.0, 0.0, 4856.0, 3662.0, 4375.0, 4718.0, 4226.0, 4392.0, 0.0, 7854.0, 7631.0, 6805.0, 6391.0, 6009.0, 5158.0, 0.0]","[6013.563275157833, 5157.830505481666, 4908.930861644879, 4388.9347548846745, 4837.69746515487, 5046.6777351337, 169.74412252893762, 6045.900238657916, 5190.167468981748, 4941.2678251449615, 4421.271718384757, 4870.0344286549525, 5079.014698633782, 202.0810860290203, 6078.237202157999, 5222.50443248183, 4973.604788645044, 4453.60868188484, 4902.371392155035, 5111.351662133865, 234.41804952910297, 6110.574165658081, 5254.841395981913, 5005.941752145127, 4485.9456453849225, 4934.708355655118, 5143.688625633947, 266.75501302918565, 6142.911129158164, 5287.178359481995, 5038.27871564521, 4518.282608885005, 4967.045319155201, 5176.025589134029, 299.0919765292683, 6175.248092658247, 5319.515322982078, 5070.615679145292, 4550.619572385088, 4999.382282655283, 5208.362552634112, 331.428940029351]"
